portfolio,date,net_return,gross_return,tc_cost,turnover,n_stocks
xgb_gr_top_pct_10,2023-07-31,0.0663583959634216,0.06668147288649852,0.00032307692307692305,0.32307692307692304,64
xgb_gr_top_pct_10,2023-08-31,-0.016452786470696642,-0.016283555701465873,0.0001692307692307692,0.16923076923076918,63
xgb_gr_top_pct_10,2023-09-30,-0.04057240363093508,-0.040249326707858156,0.00032307692307692305,0.32307692307692304,63
xgb_gr_top_pct_10,2023-10-31,-0.040698579720944136,-0.04039088741325183,0.0003076923076923077,0.3076923076923077,62
xgb_gr_top_pct_10,2023-11-30,0.07022081859261353,0.070482357054152,0.0002615384615384615,0.2615384615384615,64
xgb_gr_top_pct_10,2023-12-31,0.09419314703294801,0.09455678339658437,0.00036363636363636367,0.36363636363636365,63
xgb_gr_top_pct_10,2024-01-31,-0.030111944294496915,-0.029869520052072673,0.00024242424242424245,0.24242424242424243,62
xgb_gr_top_pct_10,2024-02-29,0.06619597777069783,0.06642325049797056,0.0002272727272727273,0.2272727272727273,63
xgb_gr_top_pct_10,2024-03-31,0.06452018244603391,0.0648783914012578,0.0003582089552238807,0.35820895522388063,67
xgb_gr_top_pct_10,2024-04-30,-0.037604278889213034,-0.0372709455558797,0.00033333333333333343,0.33333333333333337,62
xgb_gr_top_pct_10,2024-05-31,0.05677702390495332,0.05701944814737757,0.00024242424242424245,0.24242424242424243,66
xgb_gr_top_pct_10,2024-06-30,-0.03020124006732356,-0.029887807231502667,0.00031343283582089556,0.31343283582089554,63
xgb_gr_top_pct_10,2024-07-31,0.057044076786488644,0.05726795738350357,0.00022388059701492538,0.22388059701492535,66
xgb_gr_top_pct_10,2024-08-31,-0.007206305225948694,-0.007000422873007518,0.00020588235294117656,0.20588235294117652,66
xgb_gr_top_pct_10,2024-09-30,0.01832659627208104,0.018679537448551626,0.00035294117647058826,0.3529411764705882,67
xgb_gr_top_pct_10,2024-10-31,-0.020963879107863338,-0.02072858499021628,0.00023529411764705888,0.23529411764705888,68
xgb_gr_top_pct_10,2024-11-30,0.079191693284643,0.07935345799052534,0.00016176470588235293,0.16176470588235292,68
xgb_gr_top_pct_10,2024-12-31,-0.07059445530486198,-0.07026609709590675,0.00032835820895522384,0.32835820895522383,66
xgb_gr_top_pct_10,2025-01-31,0.02254974649803197,0.022696805321561382,0.0001470588235294118,0.1470588235294118,67
xgb_gr_top_pct_10,2025-02-28,-0.047932638294642345,-0.047785579471112935,0.0001470588235294118,0.1470588235294118,65
xgb_gr_top_pct_10,2025-03-31,-0.050069708558428606,-0.04993538020021965,0.00013432835820895527,0.13432835820895528,63
xgb_gr_top_pct_10,2025-04-30,-0.0390076083496478,-0.038553062895102345,0.0004545454545454546,0.4545454545454546,66
xgb_gr_top_pct_10,2025-05-31,0.06168362002290172,0.061850286689568386,0.00016666666666666663,0.16666666666666663,66
xgb_gr_top_pct_10,2025-06-30,0.028782409409886314,0.029085439712916616,0.000303030303030303,0.303030303030303,66
xgb_gr_top_pct_10,2025-07-31,0.0260119374610055,0.02619104193861744,0.00017910447761194026,0.17910447761194026,66
xgb_gr_top_pct_10,2025-08-31,0.06140781208758252,0.06160184193832879,0.00019402985074626867,0.19402985074626866,67
xgb_gr_top_pct_10,2025-09-30,0.0030128941588651787,0.003365835335335767,0.00035294117647058826,0.3529411764705882,68
xgb_gr_top_pct_10,2025-10-31,-0.0042643739637188765,-0.003999668081365935,0.00026470588235294115,0.2647058823529411,68
xgb_gr_top_pct_10,2025-11-30,0.02051751877043101,0.020693989358666304,0.00017647058823529416,0.17647058823529416,68
xgb_gr_top_pct_10,2025-12-31,-0.0003832452031444406,2.8519502737912314e-05,0.0004117647058823529,0.4117647058823529,67
xgb_gr_top_pct_10,2026-01-31,0.0821002871795445,0.0823502871795445,0.00025,0.25,68
xgb_gr_top_pct_10,2026-02-28,0.039626248479007815,0.03985813253697883,0.00023188405797101456,0.23188405797101452,68
xgb_gr_top_pct_10,2026-03-31,-0.026224876809136714,-0.026065456519281643,0.00015942028985507252,0.1594202898550725,69
xgb_gr_top_pct_10,2026-04-30,0.05562704726159699,0.05591935495390468,0.00029230769230769224,0.29230769230769227,65
xgb_gr_top_pct_10,2026-05-31,-0.005545519555989133,-0.00530309531356489,0.00024242424242424245,0.24242424242424243,65
xgb_gr_top_n_50,2008-11-30,0.028320987654321006,0.029320987654321007,0.001,1.0,1
xgb_gr_top_n_50,2008-12-31,0.07196401799100438,0.07196401799100438,0.0,0.0,1
xgb_gr_top_n_50,2009-01-31,-0.12494172494172495,-0.12494172494172495,0.0,0.0,1
xgb_gr_top_n_50,2009-02-28,-0.008597912004735253,-0.008597912004735253,0.0,0.0,1
xgb_gr_top_n_50,2009-03-31,0.22460186710598573,0.22460186710598573,0.0,0.0,1
xgb_gr_top_n_50,2009-04-30,0.07937219730941703,0.07937219730941703,0.0,0.0,1
xgb_gr_top_n_50,2009-05-31,0.16825924387204005,0.16825924387204005,0.0,0.0,1
xgb_gr_top_n_50,2009-06-30,0.023535166268345807,0.024201832935012473,0.0006666666666666669,0.6666666666666667,3
xgb_gr_top_n_50,2009-07-31,0.11923205398870075,0.12006538732203409,0.0008333333333333334,0.8333333333333334,6
